name,index,coin_toss,normal,zipf,uniform,twin_peak,geometric,exponential,lognormal,zero
Hev,12092,1,10053.911916337736,2,1297,3893.7444810906341,1,203,16.12138030928583,0
Bijiioruu,12093,0,9852.492571623236,1,7956,1212.7071481032294,1,3,48.06753906858408,0
Tesutaz,12094,1,9029.508628790752,1,7286,4095.5092679610625,2,68,23.77777576130134,0
Yaleveqicom,12095,1,10208.393977288624,1,9197,1056.0315120367129,1,177,9.282283507791494,0
Zobiyur,12096,0,10210.636474998428,1,39,831.43050436908322,1,16,8.661251296170816,0
Zefoiorazes,12097,1,11082.105555467338,2,6929,883.61260278474822,1,20,8.468253201889954,0
Beropiiitioei,12098,0,10692.779457536917,1,4431,4016.1904981544244,4,42,102.87795950660325,0
Hategumucee,12099,0,9455.91520561307,2,6371,853.68511640418762,2,8,35.462497739318756,0
Xueizadogilum,12100,1,9988.589463238603,5,8559,4169.1273409405921,5,11,9.78522289964144,0
Gui,12101,0,10090.04043389737,2,6843,4030.8545223239548,1,162,20.08742800675739,0
Xoe,12102,0,9280.334626354246,1,4519,939.3407281229895,4,12,21.251158689111122,0
Pajiluiehua,12103,1,10948.654002779327,1,9239,4412.2878403775512,4,101,3.375844022542012,0
Wil,12104,0,8530.323487995654,3,2037,4310.1663241031974,1,307,11.010281126717079,0
Yiw,12105,1,9999.431501916366,2,7221,4303.2650784486832,1,96,38.1656007163294,0
Ceb,12106,0,10753.660218050809,2,692,968.70553079085562,4,188,6.243709274135654,0
Iuluauauj,12107,1,7845.561641336997,1,4678,985.54099044312716,5,56,7.512053073530944,0
Vusugemusukored,12108,0,9921.16818767625,2,2267,1264.1546875080871,3,46,16.663696315928526,0
Wohoeizizuqelej,12109,0,9828.397418134935,1,1851,929.39568680042771,1,83,46.26114437029587,0
Ualebig,12110,1,9296.637953945356,1039,8973,832.97819898253192,3,133,8.892751665879857,0
Mamur,12111,1,11315.534707773622,1,5919,3930.0508627758563,2,28,15.134387438071037,0
Teiiaakixidub,12112,0,9398.221237994303,6,4679,3919.0093648160419,8,354,21.830499980901205,0
Gekevulafakol,12113,1,9279.200632872626,4,3597,4276.0030494950315,1,130,11.3376344656199,0
Filozijiheieiag,12114,1,9289.529009314605,1,6055,4082.9835790913648,3,124,397.75936594691007,0
Soz,12115,0,11291.296186696602,1,8335,4197.6262731766592,1,130,2.2991298938848894,0
Gupegefeb,12116,1,10438.043016799591,3,5327,740.72899097001527,4,195,195.07301885609178,0
Fozaa,12117,1,10219.514330777953,1,8533,916.37561973759273,4,40,22.716674955827095,0
Hicub,12118,1,10396.088932473436,4,2139,754.75062373921344,1,0,31.99373384915434,0
Poj,12119,0,8537.06332979001,4,5949,1094.3728684009413,2,183,13.014688028363391,0
Aarozadoaelop,12120,0,11071.494241979795,1,7507,3912.703277830075,7,6,85.747328881871,0
Bioasimav,12121,1,11472.745059455505,1,3180,949.57471898973472,2,37,16.937114269749983,0
Viyegoyigie,12122,1,9855.911478390637,2,599,4240.0924742814259,9,123,59.461576971674,0
Yuxil,12123,1,9153.499461959593,1,9510,1130.1748919378394,3,120,20.951444937947162,0
Bideeol,12124,0,11085.458461683924,3,6458,4028.2320839914137,1,107,42.19375827452179,0
Iui,12125,1,13380.601589266018,16,6438,656.89616582797726,2,85,12.254922289198415,0
Newudouuk,12126,0,11342.113938019655,4,9474,1041.5735236986188,1,28,21.939146867989614,0
Mahofecea,12127,0,11012.73378082813,1,803,3960.5010777138114,2,108,28.435021227724224,0
Zaciluzehipogav,12128,1,9226.174035201078,1,5931,1158.9435906906831,8,248,40.10566358652384,0
Aex,12129,1,8236.919152939849,1,4506,1040.3471491938701,2,85,47.59304421057929,0
Javoaeiak,12130,1,9595.25778821341,1,964,3864.1478028202205,4,213,29.239236214389315,0
Aicamisapaiikot,12131,1,8937.557400236035,1,7528,4066.0854954665133,7,43,37.47213830257508,0
Rutuoaj,12132,1,9340.175903512772,1,6449,4241.384589122551,1,240,12.256068455163167,0
Bozokaxooawotor,12133,1,9340.119611793254,3,1144,997.49003816135667,4,152,11.876299178880803,0
Ialapuaopadelai,12134,0,9816.204523298073,9,5049,1251.8895134232816,5,25,21.72960892611212,0
Madowagayevoy,12135,1,9094.86724055212,6,6992,1051.304247405362,1,42,3.46167602177008,0
Aewifaiucobosan,12136,1,9498.080392831682,2,4584,4174.709766636096,1,9,17.7753784341887,0
Beuubucuwat,12137,0,9810.835720659055,15,7966,824.79324966604202,5,30,13.368893880579236,0
Necinoueaaceaul,12138,1,10831.815647353284,1,5484,1347.4460307502768,3,46,53.90289757740005,0
Oaxixibei,12139,1,8149.726473638808,1,5742,3678.5025019052782,1,16,29.927201585568355,0
Geq,12140,0,11110.561916893072,1,1669,1095.8877679266536,2,139,31.30264298498367,0
Domin,12141,0,11166.364320746397,22,7624,1041.9879542346341,5,392,55.05818385540358,0
Lolay,12142,0,11283.213453202887,1,9893,4112.657031402523,2,102,11.67555902537285,0
Tuuixavicuqorek,12143,0,10039.42029269887,1,8826,4046.9486706797984,12,184,5.688596330323782,0
Magifed,12144,0,9097.000375215808,1,4332,4223.2395944157915,2,43,31.949871725998015,0
Zecax,12145,1,10328.195492471077,1,1876,3764.4376291770386,4,3,11.24867716593455,0
Labekipijevaoou,12146,0,9723.27288138103,7,3901,4078.5137874936795,2,91,20.30043418696635,0
Uasokijogosubaf,12147,1,10119.795473687296,1,148,1180.3935631124489,2,71,806.5587485606659,0
Ueiua,12148,1,7142.782895093413,23,4206,977.05582461029439,2,224,21.697126244600607,0
Iau,12149,0,11628.220363566192,1,9416,3993.1269075596647,2,40,118.90597933942905,0
Huuagifugud,12150,0,9664.464918285768,3,7008,3844.101420774181,2,40,35.87763735631967,0
Zim,12151,0,11275.407081507568,1,5054,1014.330903018148,2,2,8.285174863714342,0
Kosexeo,12152,0,9880.65748838272,1,6051,3913.5238364402603,3,34,65.23552268545252,0
Veiowauunuaaqur,12153,0,10874.833929364295,3,6,1267.524444178096,8,47,13.85525960919523,0
Xapovuwihalubee,12154,1,10204.696281696908,1,5772,4518.699932756087,6,58,6.392512162476047,0
Zazawizacer,12155,1,9346.489482923913,3,4056,1326.2563947437886,2,102,7.204230361249629,0
Qid,12156,1,9318.072105419555,1,6019,4161.3197548210146,2,25,12.61368744470609,0
Kilenaw,12157,0,11152.561894198072,5,6092,4237.1163858528125,4,57,9.862456558215905,0
Eeyocuj,12158,0,10465.355323083519,14,1973,3970.8135777732027,5,83,10.138355823006828,0
Hocewebui,12159,1,9380.545767226475,1,6101,3921.9335717354825,3,275,50.284599936706066,0
Zipos,12160,0,10856.067197209348,1,6504,4050.5641878160054,3,214,31.93289865654629,0
Oos,12161,0,11760.409232451892,1,6827,4072.5618752384953,1,220,18.19453195911968,0
Yeqiwoearuc,12162,0,10972.465501172173,3,712,3719.6884335937866,2,90,31.591993609557434,0
Pouilovoqoxacer,12163,1,8083.944497071427,10,9038,912.79800215739249,3,111,23.5950781610923,0
Ranenetaeab,12164,1,10996.713471567931,1,1995,1328.8146027941896,2,63,16.442301442483053,0
Iioukohieei,12165,0,10589.2352366565,3,1179,3878.2565921997448,7,23,10.204369116993075,0
Gewasusayiauv,12166,0,11510.404498545047,2,8469,1171.9638334934887,6,76,64.2690203563597,0
Sojeo,12167,0,11368.300075048428,2,9311,1022.2445391244146,4,13,18.028291425494864,0
Napelajefoh,12168,1,9406.461351080612,1,4796,823.96382247884446,1,170,10.804917117972668,0
Paquwolirowiuue,12169,1,10753.640299554005,1,3716,3952.6238436256708,5,20,7.820027711315263,0
Zoaueoookukajug,12170,1,10474.788046674506,1,90,886.02266177619822,1,52,13.988591457835996,0
Eit,12171,0,9329.442178967058,5,1538,987.34236666520371,4,252,20.75159299249736,0
Ueauxufapaioxup,12172,1,10564.837356000171,1,628,4153.1196020862735,1,15,4.843623628551194,0
Waiocesaman,12173,0,8643.084526957418,3,7155,3916.7732534989873,4,47,6.328380035141408,0
Taxufiwozag,12174,0,10781.351557570406,2,5317,3980.8453954386487,5,68,13.852118519529908,0
Jap,12175,0,8824.020415995024,1,7515,1068.1065712048494,4,372,56.95555794798056,0
Kifidoj,12176,0,9764.192742479458,3,2363,4052.7372795570191,1,36,17.592493233118017,0
Teiododux,12177,0,10025.426696765182,24,8295,677.33155612444773,2,19,50.560720583378675,0
Ruvadonejotew,12178,1,9391.129426194662,1,6890,4112.7268293555198,1,47,4.256370059741025,0
Huyizan,12179,1,11451.074741316159,3,1244,802.43251229344241,2,554,34.144110419435385,0
Vop,12180,1,9113.985064595623,2,3661,1106.2226394571842,6,122,38.21559616365922,0
Eos,12181,1,9133.589856667197,1,6921,4160.9703958368036,4,54,9.022487905384695,0
Sefetat,12182,0,12197.54606418885,7,8902,819.47749968795301,4,195,27.45892268859318,0
Guq,12183,0,8740.344065614074,1,2895,3914.2956710408694,10,127,111.28288134770615,0
Jolaoatauag,12184,1,9156.14462107581,3,7123,4344.5090906961195,3,58,19.922432629558962,0
Yufumofaoop,12185,1,9181.90471495173,2,1877,3974.5862102264978,1,138,12.093197428966905,0
Zihimabou,12186,0,10708.404988474973,1,2084,4341.3899720896516,2,54,8.6654314870553,0
Iexisif,12187,1,9990.235317867455,1,108,809.76351273784132,4,226,8.530853329558301,0
Qeseuajoweo,12188,0,8940.152495303977,2,9626,811.79323551281266,2,7,10.016305690162863,0
Manebanazapumun,12189,0,11083.706319423904,1,4363,4140.620711533511,2,59,63.04708976244256,0
Ponicofifuo,12190,0,10309.605176001343,1,119,4286.3963585999545,1,34,24.859846384464987,0
Xeiegoyaruwisev,12191,0,11986.238512738646,143,6920,3944.4659806673508,3,60,42.48088610923761,0
Zeo,12192,1,10461.946099702856,1,8726,1133.7627501593224,2,90,15.516551553754658,0
Keloaenuuaqooin,12193,0,8638.633276564178,1,2389,4238.5209856775382,7,6,2.531879876554436,0
Fej,12194,0,10580.762791115963,1,8099,1147.8587691417144,4,23,132.3940192730578,0
Jiyucatocakaiot,12195,0,10528.709578727334,82,2245,4022.9729404405725,2,109,24.218139583306883,0
Kahahef,12196,0,10298.32202313162,34,1227,1056.5952665716268,2,9,1.4766552026321154,0
Faearojenan,12197,0,9636.989570593132,5,7974,4111.650649992288,9,24,17.894809360113328,0
Gulayabeoex,12198,1,10299.14963393612,1,2219,778.19556782824384,13,35,14.341070954312462,0
Leaepedun,12199,1,9721.626733152454,6,7583,1446.719659423856,1,135,27.238831571607935,0
Pebigep,12200,1,11403.00824005634,1,8404,1223.9064961526162,4,68,48.526003424592076,0
Oiuuy,12201,0,10250.969910876523,2,7124,1374.8809995115967,3,115,46.0737063969464,0
Kouuf,12202,1,7734.736905104297,1,1400,3967.6143199075145,8,12,15.974145517739037,0
Wuxifouunah,12203,1,9938.246762162506,2,8864,1009.8116935495941,4,97,22.675960247295667,0
Releq,12204,1,12012.140604558948,1,7048,4202.9183186606215,3,74,166.68423039092644,0
Pixiy,12205,1,10588.573458754496,1,7434,1387.9002939552875,6,61,2.2381975346489598,0
Lamibojawafuxae,12206,1,12374.140424003337,1,4045,1161.7287043057274,2,214,87.5996194436305,0
Necuiecovuric,12207,1,10678.753180868309,1,7305,4191.0279474767231,2,121,9.722024807979345,0
Wueexiqeiipikuu,12208,1,9298.961811451149,1,6916,1119.2571343708839,1,51,1.6264777001233446,0
Uetinisaqisudeu,12209,0,8954.30643658462,1,2701,1180.6469966034999,2,119,26.371753888647948,0
Reoieeletajal,12210,1,11239.21584709463,1,9296,3811.6311436538845,6,332,15.458771093297257,0
Kudedufiwew,12211,0,11271.545429409296,1,3714,1372.2623653589717,1,70,206.35599754455697,0
Uoeuzas,12212,0,10377.636505798688,2,9790,890.73808695432899,2,22,3.9772901398802265,0
Kapot,12213,1,8616.95505848366,1,6255,3916.289072803374,2,30,10.257108035382654,0
Mohaaaraeoqojoz,12214,0,9041.198621316435,1,2554,1051.2204851978349,3,79,6.44463187563368,0
Gooobewiuir,12215,1,9065.878083201495,1,4106,4123.1553930059144,7,38,7.941024659313103,0
Aigil,12216,1,11112.992409092172,1,8287,3873.3933415561796,2,113,17.29973058263154,0
Lapaqumie,12217,1,9526.709247751198,1,6431,3950.3680052239279,1,206,12.807879428538994,0
Iakoweruq,12218,0,9049.887048085213,1,2425,4335.4473071151169,4,0,6.154831614491438,0
Tim,12219,1,9410.6114093662,1,8723,3963.7467494215944,1,277,9.94004786813825,0
Aayifui,12220,1,10248.122991215001,1,9977,1213.9241795462599,2,22,6.05406870007987,0
Sezejidomig,12221,0,8763.15166091313,7,7861,1041.6962993208772,7,33,142.7628010358703,0
Ouhexicidevot,12222,0,9300.28514318148,1,3198,1133.9433116063269,4,6,33.69508191590826,0
Kuwihifos,12223,1,8435.146837524802,4,5343,956.61430093411786,3,41,29.908937844248584,0
Sojiv,12224,1,8933.778174868896,1,1543,1064.7848471001664,1,85,34.59672563626902,0
Mapiker,12225,0,10510.05492200926,1,9511,892.60829493855874,1,173,21.342507571908072,0
Ligahakuoum,12226,0,10907.934355958881,1,1300,4046.2450075055599,1,175,96.3064522260595,0
Tef,12227,1,9733.02879221852,12,6662,4122.5780979260517,2,25,39.55116485685685,0
Mueobeyogow,12228,0,9579.83464643775,2,6037,1239.5632355736609,1,59,13.91208120805678,0
Jooinigusej,12229,1,10096.446214200034,1,982,4032.9270021443244,3,5,24.61071669301871,0
Raqia,12230,0,10120.601992754224,15,2675,1084.6804129910524,4,427,32.83614187730006,0
Fised,12231,1,9804.791989379406,1,5467,1037.8465415829171,5,11,15.618045043633044,0
Wumeseoip,12232,0,10945.57952812007,8,5061,4217.0264187768516,2,102,15.604294779041954,0
Ouo,12233,1,9284.764390890252,1,2841,730.64363962019831,1,10,6.8746839300270555,0
Ledeuesebovoaed,12234,0,10306.497885915936,1,5793,608.84317411937388,1,83,34.740320515979185,0
Dayip,12235,1,11352.949205785191,1,3927,4195.8012848301851,1,322,59.42142842241931,0
Uajez,12236,0,8273.191028522819,1,7269,922.91733975340117,1,178,38.074841846690454,0
Gop,12237,0,9737.929992467167,1,4751,1048.7765057293705,3,81,6.327564071680266,0
Aatifegucov,12238,1,10561.48558160389,1,7583,1161.3612042642135,1,1,23.642196914891546,0
Qaeaxeuisie,12239,0,8669.844748199555,38,1224,1457.3532762301738,1,104,61.353937460509044,0
Xoh,12240,0,9862.807991129223,1,5798,901.78129574255365,6,51,909.2137308695415,0
Bihuy,12241,0,7789.655194555002,2,8479,930.55649341636695,1,9,16.751659019178177,0
Mosixoa,12242,0,10439.128339946023,6,7456,3757.3307161671219,1,275,69.07300357661009,0
Ooaereb,12243,1,10301.183380929007,1,3091,3869.800757605406,1,227,8.422265444991389,0
Qip,12244,0,9123.844212834778,1,7979,731.48865531121737,1,15,21.479892650730545,0
Iuler,12245,1,10722.479474425578,1,7927,4232.223407226159,2,52,120.52117592961243,0
Hevecak,12246,1,9180.599091120112,2,1368,4237.2929655669641,3,51,44.840255294364084,0
Ioreteieqax,12247,1,9289.70886670376,3,8986,4189.8668259292172,4,5,15.313600137802673,0
Wawijoiafexabir,12248,1,11264.662788360776,1,213,3893.0179004167439,7,44,24.65095253978699,0
Zuhahuaoyoc,12249,1,11602.67376627874,1,9659,4060.6944490773062,1,36,93.72144133117709,0
Fog,12250,0,9925.80520699582,2,3643,1160.5649687270325,1,69,5.785038138767381,0
Jihofeaov,12251,0,10975.2396319485,2386,953,960.97541057573665,5,91,30.28833015111309,0
Rasaaivosog,12252,1,10976.256014305085,5,1172,3574.2217075078443,5,65,15.07728534980596,0
Eiraj,12253,0,8418.579859848844,2,9035,3580.5898555976482,1,21,9.143308419804457,0
Nicaris,12254,1,8300.330145483129,1,6425,875.90129718762967,2,134,15.685113402424966,0
Zugilai,12255,0,7946.193277865848,19,1293,1038.044957604837,1,300,28.63947519068066,0
Fujijuv,12256,1,9077.46722409075,1,242,3671.9452255021197,3,492,189.7247221241917,0
Jibufegipedoy,12257,1,9526.521321443694,1,2230,1192.3684779416446,1,167,60.84761334834661,0
Kas,12258,0,8636.726194893781,4,8488,3954.889205669283,1,5,5.057705151120177,0
Aewiuosaeofii,12259,0,9400.72804599481,5,2087,1202.7543732753538,2,195,30.39033207189307,0
Lapaaavinasom,12260,0,10099.548455920549,1,4971,958.56806037962099,12,430,3.2047485155881636,0
Nacapusio,12261,0,10532.637999822413,1,6752,4129.4943527183405,4,97,32.50719282678266,0
Iuzipeniiitoc,12262,0,10827.349067948544,45,6729,3887.5806199199328,2,132,42.36479231782604,0
Jiaapaxuw,12263,1,9915.374393281334,1,1080,861.68677646225501,1,290,15.793874273989886,0
Yai,12264,0,8351.601802976282,1,684,1086.3347260910282,4,11,35.933103041625735,0
Museiuwokebup,12265,0,9763.754230635612,1,9452,1004.7706975636767,4,14,24.118811689900436,0
Jiy,12266,0,10550.112189432626,1,1005,1054.6568899789552,3,10,7.154339077641878,0
Jeiav,12267,1,9617.189091730037,5,5937,3749.5569623547281,3,6,16.314744965796752,0
Zanaiaj,12268,1,9180.094153624035,1,8552,817.82356459028574,8,7,10.333537645133218,0
Kibis,12269,1,11142.215443759,1,1490,4295.4552979955297,1,11,69.58347391741708,0
Dukeiocun,12270,1,8905.643556192028,1,3150,3884.059684034944,2,159,23.349359877790704,0
Kicox,12271,0,9731.761198944014,5,7609,3831.0635011098898,2,186,25.2385904304463,0
Dizey,12272,1,9957.237566330063,2,2061,3508.3877138097191,1,0,18.97994257758181,0
Sifakesiraeovut,12273,1,9231.948979251723,2,6790,863.42447415179777,1,274,47.82097063561094,0
Seburejefao,12274,1,9085.848326533276,1,3353,3933.059808090286,3,97,15.753198924459271,0
Vesizujedouahut,12275,0,10694.940795037193,1,9091,1112.9494761685505,1,66,22.317165157210166,0
Doragomovod,12276,1,10031.982590614714,4,5412,3680.4057127363649,3,321,4.122292220606113,0
Quzusasei,12277,1,9617.31638180938,10,140,1071.3960124743364,1,127,13.593192089391628,0
Duzojeeizosev,12278,1,10017.093094479222,1,456,3985.4243945665048,2,70,9.153537730380068,0
Soo,12279,1,10779.210831461838,1,474,4075.5410578541105,1,135,8.29010475711549,0
Eedulib,12280,1,11317.67394567771,1,1865,690.61791865282248,1,158,26.548657502519415,0
Zibuxei,12281,1,9174.609539976094,1,9932,3766.8590759547728,6,26,158.10845173772836,0
Naeueuhuyuxul,12282,0,9585.695987464338,1,197,4241.8924845688862,1,5,47.08596276898203,0
Qaz,12283,1,11597.625753832803,2,5633,3582.13127614225,1,463,31.97591419272802,0
Lieaaupiwaead,12284,0,9005.441556014679,1,4413,4083.6176472137645,2,157,9.930174456449778,0
Pokooojak,12285,1,10113.64710658723,1,299,4226.8600405171273,1,50,11.873224912842145,0
Louibifeqoj,12286,1,8678.183591376246,1,1683,792.913713265355,2,100,11.423846034665731,0
Sic,12287,1,10112.41240907069,1,4474,1300.0535126921595,1,0,4.675239106266531,0
Pazerauuooyuh,12288,1,10233.088451192072,1,1333,4122.1070570260918,3,2,42.95051388662398,0
Aopiciseo,12289,0,10619.747766964261,1,7768,4066.6598695099119,2,109,20.909423454258583,0
Rijog,12290,0,10008.598082983506,3,5168,788.66696270972818,1,99,12.949941450648716,0
Ceqenoduraf,12291,1,9291.545568982816,1,3508,3915.1512513546136,1,93,31.524527579551094,0
Iofoxagoqejicoe,12292,0,10499.739630721753,1,2861,926.98958459714754,2,42,6.272355384184899,0
Qenidisuz,12293,0,8613.440740664857,1,3049,4303.2290028210182,3,99,6.163958283412406,0
Oeviuexai,12294,0,9090.02093340222,2,5224,963.48051885862742,3,288,1.5955464189807174,0
Xeuujieotoqak,12295,1,10104.476358680336,1,8778,1206.3717133064413,2,20,48.91101461144643,0
Feuuyauaporan,12296,0,9441.703278730109,1,1055,954.65101299397134,2,25,4.67179355257982,0
Puk,12297,0,10595.554833966928,1,9408,3950.7622355642525,1,184,13.208100646927573,0
Auhikeaibobiwag,12298,1,8672.393126620114,13,5572,3853.171895329112,2,19,10.224439540670504,0
Zoeoxut,12299,0,11377.25876702701,2,6979,4192.7266422527346,2,306,17.769679345533252,0
Dekayuoik,12300,1,9599.606561075045,2,2175,1153.898803024304,4,9,24.645151890135907,0
Koyequwoqas,12301,0,10672.795223170133,2,5270,4128.8299663003409,9,130,6.672132586443786,0
Rineaimonofis,12302,0,9059.398654698929,1,8902,1221.1285529906145,2,100,42.22934124635165,0
Xuf,12303,0,9354.471511276362,6,6871,942.06906327187255,4,79,10.320297370291177,0
Belebivecaz,12304,0,9138.85997067054,15,7865,872.47944871429979,6,162,38.95274278329215,0
Zimog,12305,0,8983.631140386804,2,5530,1030.5762602615143,3,31,17.95225811648726,0
Biravuxonuled,12306,1,9698.250326852369,2,1429,4322.9135491515717,1,249,27.77414427502635,0
Guseearikueuuuc,12307,0,9145.218139752938,1,6556,1113.8373148017815,1,139,13.836479590130038,0
Wituiezei,12308,0,9255.168346415696,1,5873,1043.6284271601228,7,162,21.528669719250917,0
Sooevibumop,12309,0,10670.690670416401,6,2634,1000.0337505061769,1,246,15.779057856698277,0
Kicijecuyekoy,12310,0,10823.49790601957,1,7097,1204.6085824370666,4,43,113.31155846850413,0
Vovucodilup,12311,0,9480.927205263546,1,5326,996.68783066062576,3,3,55.89513712326147,0
Suf,12312,1,8892.224533358769,1,1254,3787.1721308096508,3,73,48.896735451517536,0
Heyet,12313,0,10521.16093993982,1,2343,3845.6519115049659,1,297,8.519004170263244,0
Juzuaokuripodua,12314,0,10671.986706388017,5,4676,1336.2033687483438,2,54,29.102870952033243,0
Iuriiuj,12315,1,10307.083213448726,1,3404,1019.4310979880437,4,78,3.033989891823954,0
Aaleqin,12316,0,9856.44958374254,1,5052,1252.2195480874748,6,66,23.836403865817555,0
Kudesuoiy,12317,1,10859.861305721586,1,4914,1121.3309769470638,3,99,75.84994350295814,0
Hioedofeveiov,12318,0,10280.105447884498,3,3419,4053.9751855235963,1,117,20.264434934838864,0
Zoeeiapam,12319,1,8631.05365082613,1,4986,3994.4451898896209,1,1,64.38560885399511,0
Quseq,12320,0,9663.395326444052,1,285,683.74054204352865,5,19,8.591740556451139,0
Dal,12321,0,9463.126479414024,1,8057,3895.5115137749222,8,274,12.320548888493919,0
Vul,12322,0,9457.991120608875,1,3565,861.47810878845507,6,57,66.79342576501995,0
Doqunerakekoyuw,12323,1,10424.391196558287,1,4615,1093.702326199787,1,300,15.370155044736487,0
Gadodaken,12324,0,9501.643424818181,3,1529,896.61144210525867,7,28,14.997090635637994,0
Mavibiqamax,12325,1,8272.065801228087,1,5992,4202.1303610981277,1,3,42.489525369699074,0
Patexapav,12326,0,9320.79059281033,1,9914,4223.6760252471986,3,133,9.292980563356267,0
Zoxegif,12327,0,10623.475567443524,2,67,3786.088035246531,1,236,24.414837001077718,0
Javehoyep,12328,1,8690.828723805862,1,2436,3767.1358016082927,1,57,49.48624638350995,0
Jiuonoguwitieok,12329,0,8764.120904164782,1,1777,1050.8387886723251,1,12,17.651312803836262,0
Pasecuu,12330,1,10914.459520417786,1,9242,1189.2267029075867,1,71,86.83312114465451,0
Quqehugaz,12331,0,9092.769164670004,1,2759,993.16829149766454,2,95,25.429380464275965,0
Zutif,12332,0,10809.360943507243,1,3304,889.03906215001462,3,90,77.93769170636877,0
Lamatuw,12333,0,10585.016105525045,2,2684,911.4555108418773,4,19,68.23785591202774,0
Honitiyeiogifoi,12334,0,10937.688956449916,2,5617,4072.6150791572236,1,14,35.58234447974575,0
Tofauakif,12335,1,10997.737733528213,8,2831,3764.6333408433984,6,95,8.761080587330238,0
Wujunopamabasia,12336,0,9697.508087900616,2,9402,3658.4759356641198,2,103,4.280490492867758,0
Hijip,12337,0,9791.265981548679,1,5892,4139.2543357260365,1,13,20.73674160423005,0
Eujuieuedefuqed,12338,0,10186.581900258614,1,4907,3826.6788551451086,1,92,7.536684538831935,0
Naqizuc,12339,0,11344.06224560966,1,5255,3618.991357005184,4,72,80.423599512489,0
Ouquxuleyavac,12340,0,10568.290533606525,2,6176,3947.2423740763479,1,47,38.76917049106095,0
Mamiiotalubipiw,12341,1,7975.9529128991,1,3352,1212.8301374141552,1,25,34.614722412047065,0
Cir,12342,0,9142.861317701632,1,1279,810.41786210623661,1,83,45.72374271599133,0
Jod,12343,0,9453.72849499105,1,3459,1251.5247401202521,2,13,41.79784639075515,0
Zevokewapupio,12344,1,11260.938927167213,220,7586,4024.0222832260774,2,67,22.52843174621963,0
Aooex,12345,1,10891.231717974104,1,7413,990.99897521901346,2,15,88.63303523462561,0
Xofoeefuwauigio,12346,1,10089.147346138581,1,448,4132.8771518693247,1,176,3.3667791432783734,0
Mugijawugig,12347,0,8820.419004775746,1,1287,1203.3722532485415,2,347,29.665802428090593,0
Xonoq,12348,0,10536.415978451614,1,498,1023.9113642847187,1,65,34.19340426031916,0
Xaseqebed,12349,1,9510.574437040197,1,3038,1201.0371403154556,1,73,9.013534779864575,0
Venakai,12350,0,11683.400322494781,2,6435,3815.903674113491,6,129,132.63944392710502,0
Muqezuy,12351,0,9313.625695299575,1,9113,936.82318062039224,1,13,25.728894032678674,0
Monaxic,12352,0,11369.235009994356,3,9335,3879.2989745926598,3,171,31.984496160657223,0
Ooguzor,12353,0,10718.073581277105,3,8810,1063.5252247470496,3,8,12.167343687258365,0
Merimas,12354,1,8972.399096384019,2,5555,1172.6168684465108,2,97,13.668911296966135,0
Iedaxiw,12355,0,8517.678898838481,2,7302,4016.8327806075813,6,213,24.53452262496501,0
Tufuiuy,12356,0,10153.120871277582,1,2905,4259.6166314315715,2,35,20.133038663758377,0
Suditinaf,12357,1,11341.798359244724,1,5237,1167.2546438995589,2,222,14.548924351909323,0
Weheque,12358,0,9468.131072804314,1,6364,4217.0199107942299,2,99,47.20218885870576,0
Wiaodewahob,12359,0,9894.256563223089,1,1668,3798.6296758096269,9,82,16.615982070830416,0
Naaejakalepea,12360,0,10280.088446779,4,4744,959.51284845903126,4,4,6.360992249321205,0
Aanoboo,12361,0,10848.50369809341,1,6595,1059.3470906216305,2,154,29.031771958344645,0
Hozoeoz,12362,0,10141.232975220937,1,6273,3737.5123302695229,3,168,24.11267371097344,0
Ducouee,12363,0,10956.263285165576,1,8437,3814.7835308362919,1,136,78.81482072775712,0
Ouvipieikisuhab,12364,0,10325.698116498439,1,5590,853.73433118058983,2,1,3.8744169938749407,0
Guaepequfam,12365,1,8080.588147730853,1,3039,912.23530919739892,4,166,16.616683200390064,0
Fiduwiferueejan,12366,1,10072.095713307404,1,6606,4059.8133365639419,1,15,20.929462860800303,0
Feiapox,12367,0,9660.514499397628,2,3776,868.48394783542165,1,232,8.04135198143794,0
Lirek,12368,1,9199.391814779292,1,9076,1161.7414192739132,1,75,5.207230635342053,0
Oawibejimiu,12369,0,9853.44875457289,1,2191,4054.628367020066,4,139,22.527577437189017,0
Auqim,12370,1,10202.539480581347,1,5135,1008.7734738517646,4,227,25.567022570492316,0
Colowoaugajizul,12371,0,10710.377234166055,1,6338,3972.4159450369975,1,84,9.067983008030865,0
Muwolawexofupee,12372,0,10263.824640149167,2,1801,851.730118391411,2,37,12.883607182541816,0
Naeoioaej,12373,1,9592.148126126698,1,1122,995.1008811971476,3,253,14.143501881194553,0
Wulipomaueuac,12374,1,10357.770966920809,1,6753,1063.9231122435319,6,160,47.38469887019718,0
Fon,12375,1,10737.85136362073,2,6570,790.42641199852233,5,243,8.476345811609542,0
Oiqeg,12376,0,10117.993241387241,1,5728,1295.7212284010939,6,123,95.42754722399211,0
Iiwomoiiz,12377,1,10053.942861134883,1,3280,4208.1040571128233,2,54,21.076774111485896,0
Leray,12378,1,10660.392431561111,1,7188,4375.8072318585328,1,76,27.10702818308117,0
Bebuxaqoqagos,12379,0,9776.771819936761,4,1753,3778.8917967876,5,24,9.416882279798354,0
Kuhur,12380,1,8916.405697743043,85,1495,4244.7810442673135,1,59,38.987826410636195,0
